Id,SalePrice
1461,123346.8481
1462,155553.0449
1463,189426.3193
1464,183987.8269
1465,213377.2886
1466,185127.0451
1467,169268.4082
1468,161586.5041
1469,190137.6288
1470,124882.1276
1471,194126.3261
1472,90388.05938
1473,87497.63586
1474,148654.2365
1475,154658.353
1476,370546.7978
1477,270640.957
1478,303368.5433
1479,295058.5262
1480,582589.7178
1481,284275.9227
1482,213578.0848
1483,172069.2456
1484,174585.4398
1485,168859.6545
1486,202327.4309
1487,304733.0451
1488,249609.6235
1489,211986.7696
1490,183535.6851
1491,205551.6622
1492,95223.00559
1493,168987.1465
1494,294537.1066
1495,282454.0018
1496,215444.5352
1497,195138.1063
1498,155474.5635
1499,150924.5416
1500,143352.366
1501,159031.7156
1502,146921.7781
1503,268370.4561
1504,195059.1586
1505,203787.0028
1506,160578.3349
1507,253402.0558
1508,188113.0575
1509,159707.0909
1510,140450.7094
1511,141748.5763
1512,150024.1974
1513,136172.9546
1514,161731.1277
1515,216755.231
1516,138886.2581
1517,164284.4241
1518,125519.8763
1519,203990.6913
1520,123858.4037
1521,138858.6257
1522,166775.1819
1523,101269.4467
1524,117502.5492
1525,123225.0199
1526,119100.668
1527,110214.9817
1528,136185.076
1529,141239.6883
1530,178126.1516
1531,124187.097
1532,103309.7192
1533,136616.4751
1534,131050.6886
1535,156551.2098
1536,107045.5279
1537,91049.42649
1538,161872.0938
1539,204519.7501
1540,107341.9283
1541,152339.5462
1542,142472.2907
1543,239390.4952
1544,91954.06009
1545,115068.6828
1546,123789.0219
1547,135227.9989
1548,130375.4816
1549,104517.8463
1550,139098.6186
1551,124723.444
1552,140483.9168
1553,158129.688
1554,121839.2595
1555,169627.2389
1556,87581.88749
1557,125245.0656
1558,101547.3826
1559,114755.752
1560,144158.1098
1561,136909.4955
1562,119647.5558
1563,114910.911
1564,161551.952
1565,143568.9021
1566,213471.3242
1567,83587.28222
1568,218504.4447
1569,157204.7485
1570,123378.2497
1571,135987.9959
1572,147742.2082
1573,232446.3344
1574,116835.2504
1575,208521.9956
1576,220782.9509
1577,202165.991
1578,151042.9551
1579,146555.1649
1580,196735.9423
1581,140692.1977
1582,128567.5467
1583,314106.4442
1584,237826.1638
1585,140636.4888
1586,83369.48655
1587,95504.97472
1588,145929.2107
1589,108141.8617
1590,128751.5468
1591,96672.94541
1592,125330
1593,122195.5112
1594,122034.049
1595,132500.9102
1596,236455.1832
1597,148023.1752
1598,193306.243
1599,162457.7294
1600,206758.4675
1601,74615.74372
1602,107088.5082
1603,85396.69389
1604,315216.5719
1605,213703.6017
1606,173415.3492
1607,179815.277
1608,221680.2797
1609,209847.018
1610,141535.2639
1611,151044.4688
1612,162204.3075
1613,170310.0695
1614,121111.4347
1615,81689.69942
1616,74314.88688
1617,88924.11556
1618,117180.3632
1619,137110.1239
1620,136266.8722
1621,137832.3803
1622,127045.2949
1623,290022.6536
1624,204778.7741
1625,117087.3249
1626,161170.4712
1627,192740.423
1628,224268.5663
1629,175277.6729
1630,387108.8983
1631,221022.7518
1632,236450.8997
1633,158793.2901
1634,185457.5495
1635,170664.5314
1636,164108.7766
1637,176383.7781
1638,214890.1513
1639,176917.7418
1640,236820.9337
1641,181406.8152
1642,213575.7123
1643,191148.1137
1644,183425.6895
1645,192067.3091
1646,158047.4789
1647,176636.602
1648,123625.4707
1649,126765.1732
1650,127290.4529
1651,124704.5488
1652,99604.66913
1653,105033.8365
1654,152236.4666
1655,158867.2422
1656,148519.3814
1657,151639.5549
1658,148891.4293
1659,155427.321
1660,145384.7652
1661,519178.2402
1662,350095.285
1663,356591.9329
1664,440213.962
1665,320557.9081
1666,320175.6609
1667,429165.1971
1668,327572.173
1669,275369.9317
1670,331101.4817
1671,252091.5091
1672,589507.1796
1673,286899.1279
1674,258864.7787
1675,179012.1905
1676,175233.4356
1677,209137.676
1678,461964.3258
1679,381146.6893
1680,323875.0362
1681,265845.3332
1682,298266.7404
1683,188734.2162
1684,171241.7818
1685,168145.4212
1686,184688.3578
1687,160511.9284
1688,196345.1815
1689,195049.792
1690,181829.5659
1691,171049.6025
1692,208052.3676
1693,154317.0691
1694,171546.381
1695,160094.4949
1696,263069.8578
1697,162034.6994
1698,376604.3737
1699,326208.7437
1700,254942.7278
1701,250166.9733
1702,265017.9111
1703,268777.9963
1704,266774.7417
1705,236038.9064
1706,444799.1062
1707,216571.2701
1708,206959.0849
1709,269068.026
1710,226963.6242
1711,235728.1083
1712,264273.1363
1713,246504.8265
1714,220319.55
1715,202309.4739
1716,197714.9296
1717,184026.2289
1718,157017.3324
1719,209887.8009
1720,252461.7344
1721,185701.9206
1722,143367.572
1723,147023.3564
1724,222367.1355
1725,230166.9946
1726,186081.6393
1727,158913.2991
1728,181829.4547
1729,151287.7435
1730,158788.5022
1731,117349.1703
1732,119527.5113
1733,110824.9024
1734,107934.2586
1735,119401.8232
1736,118406.7714
1737,348842.1161
1738,204067.6766
1739,274890.8148
1740,214772.8315
1741,179424.712
1742,161743.1455
1743,174917.1442
1744,296321.6526
1745,205670.3187
1746,226910.1017
1747,216607.9551
1748,236213.7809
1749,152479.558
1750,149055.1044
1751,228088.4325
1752,117890.0555
1753,128967.8576
1754,227004.6453
1755,161097.9861
1756,127046.8834
1757,118137.7323
1758,145058.7268
1759,159679.6317
1760,151731.7692
1761,148067.384
1762,162438.6191
1763,170532.5152
1764,111707.8322
1765,155267.3949
1766,161058.221
1767,200470.2892
1768,141973.5302
1769,169612.6282
1770,144598.9815
1771,124248.766
1772,127053.5811
1773,124248.6629
1774,125996.7826
1775,132584.2583
1776,111608.1586
1777,126149.726
1778,129752.9403
1779,112998.5919
1780,186742.6657
1781,130061.7262
1782,88971.45575
1783,130412.1887
1784,102325.9422
1785,127945.5943
1786,155005.9277
1787,184852.7488
1788,64804.03377
1789,113639.0569
1790,85908.52116
1791,185665.3421
1792,142937.2966
1793,147738.6392
1794,144535.2472
1795,139220.6739
1796,126479.8129
1797,109885.1612
1798,128658.6494
1799,115367.068
1800,119751.8593
1801,119336.3806
1802,153779.6539
1803,148257.5613
1804,141774.3577
1805,140676.2651
1806,136964.474
1807,143724.0477
1808,128668.8794
1809,122183.6061
1810,149315.4798
1811,116755.7345
1812,109933.656
1813,121766.4891
1814,106635.9145
1815,63389.39444
1816,95204.66279
1817,117448.3363
1818,172453.5788
1819,125999.2846
1820,73956.50071
1821,131723.883
1822,168405.7837
1823,71001.73135
1824,138568.0809
1825,133259.7127
1826,93472.45726
1827,105451.1801
1828,139567.5486
1829,147719.4713
1830,144668.2019
1831,168624.523
1832,103173.8514
1833,142816.4986
1834,125659.9883
1835,181396.5053
1836,141954.0825
1837,112580.749
1838,113480.7049
1839,87696.83569
1840,148233.1466
1841,145769.2831
1842,82809.12728
1843,146061.7567
1844,127442.3275
1845,140273.5084
1846,136558.4222
1847,171277.1472
1848,59342.78897
1849,111940.7543
1850,119259.9687
1851,163395.6386
1852,120775.6749
1853,120648.3312
1854,185541.8681
1855,163741.5272
1856,215099.6383
1857,187865.111
1858,118454.9429
1859,117046.6265
1860,157197.3018
1861,118255.3521
1862,290208.1288
1863,288358.3783
1864,288358.3783
1865,333298.6763
1866,327733.6589
1867,242887.9169
1868,313693.2923
1869,196946.2576
1870,248057.274
1871,249254.4159
1872,169359.8176
1873,224114.4243
1874,140838.5771
1875,200461.532
1876,186464.7545
1877,198890.943
1878,198515.9253
1879,131393.4897
1880,141206.4779
1881,244862.8405
1882,206314.7406
1883,208628.0902
1884,206385.4801
1885,259898.0587
1886,307090.3082
1887,197899.686
1888,282386.0435
1889,164822.1019
1890,129001.6809
1891,131474.4798
1892,103366.8365
1893,132102.4918
1894,127685.6397
1895,142507.9603
1896,124711.7641
1897,128623.1517
1898,116064.6811
1899,147765.651
1900,153667.7724
1901,147263.8491
1902,146555.2982
1903,237896.5361
1904,133147.542
1905,166568.3921
1906,160744.7499
1907,187810.8611
1908,122492.1213
1909,142368.3808
1910,136932.7601
1911,185398.0398
1912,284368.8913
1913,143222.5199
1914,78847.19999
1915,374316.0488
1916,87824.48025
1917,219629.9871
1918,140641.2846
1919,164713.0078
1920,155811.2049
1921,415905.0174
1922,333503.1292
1923,216438.5091
1924,201330.1697
1925,222020.0336
1926,381279.7998
1927,132791.7355
1928,158303.982
1929,130251.5774
1930,139011.3816
1931,141415.3157
1932,135480.4285
1933,165898.5013
1934,185317.2245
1935,161719.2697
1936,187426.2069
1937,187981.1814
1938,162891.8295
1939,250651.4826
1940,216262.8743
1941,181712.9492
1942,180265.8371
1943,215484.4959
1944,322761.6378
1945,362819.2916
1946,143901.6617
1947,310738.6558
1948,168082.9653
1949,215817.0883
1950,188508.3927
1951,300490.5199
1952,214141.4422
1953,161159.1034
1954,220789.8858
1955,131768.3095
1956,270940.888
1957,158299.4577
1958,292827.0141
1959,147689.9466
1960,113509.7492
1961,112550.4456
1962,99317.65291
1963,105289.9773
1964,107327.029
1965,143421.7005
1966,168267.6381
1967,286265.0776
1968,433967.1632
1969,380494.1492
1970,429812.1563
1971,399067.6219
1972,343568.2714
1973,266413.2911
1974,312359.8527
1975,449767.0148
1976,265772.0246
1977,384156.0083
1978,326591.4484
1979,328650.6832
1980,199660.4539
1981,333071.5417
1982,217421.0445
1983,215099.3085
1984,184304.1028
1985,206618.5032
1986,224298.7075
1987,198078.9828
1988,170724.4776
1989,194228.6862
1990,210689.3091
1991,210740.0625
1992,210669.0352
1993,169568.862
1994,228997.6554
1995,200612.7782
1996,246781.5517
1997,304458.0491
1998,356088.4949
1999,281849.4026
2000,318836.5902
2001,267032.5891
2002,241688.7146
2003,251075.0807
2004,237181.6947
2005,234509.7114
2006,237210.9339
2007,252761.3718
2008,206486.6375
2009,180546.5307
2010,206862.2922
2011,156984.1786
2012,192805.8782
2013,181307.8832
2014,181510.7751
2015,201624.7982
2016,186590.2374
2017,208809.4486
2018,117852.8886
2019,133210.7726
2020,103765.0663
2021,98260.812
2022,182866.6033
2023,159029.9656
2024,223076.3586
2025,340189.4713
2026,183847.6072
2027,140625.6881
2028,150951.8107
2029,159558.3703
2030,264830.0565
2031,238699.8243
2032,241215.6746
2033,253121.4035
2034,156689.3748
2035,212987.5084
2036,180792.9655
2037,184328.0131
2038,319227.4494
2039,230657.8135
2040,304586.7519
2041,278281.5699
2042,194961.9662
2043,152813.8734
2044,166899.5919
2045,199589.0117
2046,129497.8683
2047,142685.7528
2048,132160.1156
2049,136319.0607
2050,187017.0301
2051,95872.64444
2052,122850.0451
2053,135172.5044
2054,85856.57199
2055,143669.0892
2056,135489.6108
2057,108097.641
2058,207514.1372
2059,133932.4908
2060,143218.7349
2061,188756.8842
2062,131162.6626
2063,115485.343
2064,137763.1603
2065,113154.8471
2066,164736.0702
2067,128786.8799
2068,127691.5536
2069,76558.60879
2070,116745.7253
2071,96020.28723
2072,152971.6411
2073,141934.2431
2074,183949.6732
2075,143974.0571
2076,121277.9429
2077,141158.9156
2078,126252.0655
2079,125127.7693
2080,119335.8159
2081,127058.3055
2082,117718.5596
2083,146761.811
2084,112549.1237
2085,122283.9817
2086,148237.3132
2087,122814.333
2088,107584.1493
2089,87672.89416
2090,136375.5752
2091,135242.8727
2092,134283.9593
2093,125667.3391
2094,156580.2311
2095,143034.9277
2096,81742.47495
2097,102003.3146
2098,164096.5105
2099,63127.98379
2100,127816.0441
2101,134759.8364
2102,132066.0562
2103,103266.4875
2104,119012.1448
2105,127092.6407
2106,86942.26519
2107,281475.5857
2108,116409.0808
